Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 09 Boardings,CY 08 Boardings,% Change
792.0,SW,LA,NEW,New Orleans,Lakefront,GA,--,235.0,393.0,-0.402
819.0,SW,LA,ARA,New Iberia,Acadiana Regional,GA,--,181.0,150.0,0.2067
942.0,SW,LA,HUM,Houma,Houma-Terrebonne,GA,--,62.0,5529.0,-0.9888
979.0,SW,LA,L31,Covington,St. Tammany Regional,GA,--,45.0,43.0,0.0465
1009.0,SW,LA,DTN,Shreveport,Shreveport Downtown,GA,--,35.0,51.0,-0.3137
1017.0,SW,LA,HDC,Hammond,Hammond Northshore Regional,GA,--,33.0,225.0,-0.8533
1051.0,SW,LA,RSN,Ruston,Ruston Regional,GA,--,27.0,4.0,5.75
1066.0,SW,LA,UXL,Sulphur,Southland Field,GA,--,25.0,0.0,0.0
1109.0,SW,LA,IER,Natchitoches,Natchitoches Regional,GA,--,20.0,51.0,-0.6078
1111.0,SW,LA,PTN,Patterson,Harry P Williams Memorial,GA,--,20.0,1772.0,-0.9887
1225.0,SW,LA,3R7,Jennings,Jennings,GA,--,11.0,4.0,1.75
1488.0,SW,LA,ESF,Pineville,Esler Regional,GA,--,4.0,0.0,0.0
1526.0,SW,LA,TVR,Tallulah,Vicksburg Tallulah Regional,GA,--,4.0,48.0,-0.9167
1663.0,SW,LA,LS99,Port Fourchon,Phi Fourchon Base,GA,--,2.0,0.0,0.0
19.0,NE,MA,BOS,Boston,General Edward Lawrence Logan International,P,L,12566797.0,12820489.0,-0.0198
172.0,NE,MA,ACK,Nantucket,Nantucket Memorial,P,N,204981.0,258214.0,-0.2062
196.0,NE,MA,HYA,Hyannis,Barnstable Municipal-Boardman/Polando Field,P,N,138858.0,191906.0,-0.2764
274.0,NE,MA,MVY,Vineyard Haven,Marthas Vineyard,P,N,42248.0,45002.0,-0.0612
345.0,NE,MA,ORH,Worcester,Worcester Regional,GA,--,17241.0,3182.0,4.4183
379.0,NE,MA,EWB,New Bedford,New Bedford Regional,P,N,11680.0,13908.0,-0.1602
387.0,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,10747.0,11468.0,-0.0629
415.0,NE,MA,BED,Bedford,Laurence G Hanscom Field,GA,--,7350.0,8385.0,-0.1234
617.0,NE,MA,CEF,Springfield/Chicopee,Westover ARB/Metropolitan,GA,--,1422.0,15771.0,-0.9098
899.0,NE,MA,BAF,Westfield,Barnes Municipal,GA,--,84.0,419.0,-0.7995
958.0,NE,MA,BVY,Beverly,Beverly Municipal,GA,--,53.0,102.0,-0.4804
1008.0,NE,MA,PSF,Pittsfield,Pittsfield Municipal,GA,--,36.0,56.0,-0.3571
1033.0,NE,MA,OWD,Norwood,Norwood Memorial,GA,--,30.0,32.0,-0.0625
1279.0,NE,MA,ORE,Orange,Orange Municipal,GA,--,9.0,2.0,3.5
1323.0,NE,MA,1B2,Edgartown,Katama Airpark,GA,--,7.0,6.0,0.1667
1381.0,NE,MA,GBR,Great Barrington,Walter J. Koladza,GA,--,6.0,0.0,0.0
1414.0,NE,MA,CQX,Chatham,Chatham Municipal,GA,--,5.0,0.0,0.0
1428.0,NE,MA,LWM,Lawrence,Lawrence Municipal,GA,--,5.0,34.0,-0.8529
1513.0,NE,MA,PYM,Plymouth,Plymouth Municipal,GA,--,4.0,118.0,-0.9661
1605.0,NE,MA,1B9,Mansfield,Mansfield Municipal,GA,--,2.0,7.0,-0.7143
22.0,EA,MD,BWI,Glen Burnie,Baltimore/Washington International Thurgood Marshal,P,L,10338950.0,10215225.0,0.0121
253.0,EA,MD,SBY,Salisbury,Salisbury-Ocean City Wicomico Regional,P,N,59662.0,58863.0,0.0136
366.0,EA,MD,HGR,Hagerstown,Hagerstown Regional-Richard A Henson Field,P,N,13365.0,1696.0,6.8803
444.0,EA,MD,ADW,Camp Springs,Andrews AFB,GA,--,5588.0,3669.0,0.523
859.0,EA,MD,MTN,Middle River,Martin State,GA,--,125.0,156.0,-0.1987
917.0,EA,MD,ESN,Easton,Easton/Newnam Field,GA,--,72.0,97.0,-0.2577
976.0,EA,MD,NHK,Patuxent River Naval Air Test Center,Patuxent River NAS/Trapnell Field/,GA,--,46.0,1014.0,-0.9546
1134.0,EA,MD,GAI,Gaithersburg,Montgomery County Airpark,GA,--,17.0,29.0,-0.4138
1184.0,EA,MD,APG,Aberdeen Proving Ground (U.S. Army),Phillips AAF,GA,--,13.0,44.0,-0.7045
1188.0,EA,MD,FDK,Frederick,Frederick Municipal,GA,--,13.0,65.0,-0.8
1217.0,EA,MD,OXB,Ocean City,Ocean City Municipal,GA,--,12.0,56.0,-0.7857
1264.0,EA,MD,ANP,Annapolis,Lee,GA,--,9.0,3.0,2.0
1413.0,EA,MD,CBE,Cumberland,Greater Cumberland Regional,GA,--,5.0,1.0,4.0
1454.0,EA,MD,1MD4,Cheverly,Prince George's Hospital Center,GA,--,4.0,0.0,0.0
1639.0,EA,MD,DMW,Westminster,Carroll County Regional/Jack B Poage Field,GA,--,2.0,6.0,-0.6667
90.0,NE,ME,PWM,Portland,Portland International Jetport,P,S,871291.0,876102.0,-0.0055
127.0,NE,ME,BGR,Bangor,Bangor International,P,S,388681.0,355508.0,0.0933
357.0,NE,ME,RKD,Rockland,Knox County Regional,P,N,14461.0,13866.0,0.0429
364.0,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,13513.0,13385.0,0.0096
393.0,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,P,N,10100.0,10562.0,-0.0437
488.0,NE,ME,AUG,Augusta,Augusta State,CS,--,3663.0,3554.0,0.0307
516.0,NE,ME,70B,Millinocket,Millinocket,GA,--,3000.0,3000.0,0.0
742.0,NE,ME,NHZ,Brunswick,Brunswick NAS,GA,--,438.0,325.0,0.3477
805.0,NE,ME,57B,Islesboro,Islesboro,GA,--,209.0,104.0,1.0096
813.0,NE,ME,93B,Stonington,Stonington Municipal,GA,--,194.0,0.0,0.0
889.0,NE,ME,CAR,Caribou,Caribou Municipal,GA,--,93.0,179.0,-0.4804
915.0,NE,ME,EPM,Eastport,Eastport Municipal,GA,--,73.0,24.0,2.0417
941.0,NE,ME,1ME1,Belfast,Victor,GA,--,62.0,300.0,-0.7933
1121.0,NE,ME,65B,Lubec,Lubec Municipal,GA,--,18.0,0.0,0.0
1125.0,NE,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,--,18.0,174.0,-0.8966
1133.0,NE,ME,FVE,Frenchville,Northern Aroostook Regional,GA,--,17.0,30.0,-0.4333
1243.0,NE,ME,B19,Biddeford,Biddeford Municipal,GA,--,10.0,6.0,0.6667
1288.0,NE,ME,WVL,Waterville,Waterville Robert Lafleur,GA,--,9.0,17.0,-0.4706
1329.0,NE,ME,8B0,Rangeley,Steven A. Bean Municipal,GA,--,7.0,21.0,-0.6667
1345.0,NE,ME,IWI,Wiscasset,Wiscasset,GA,--,7.0,22.0,-0.6818
1443.0,NE,ME,SFM,Sanford,Sanford Regional,GA,--,5.0,31.0,-0.8387
1496.0,NE,ME,HUL,Houlton,Houlton International,GA,--,4.0,3.0,0.3333
1611.0,NE,ME,3B1,Greenville,Greenville Municipal,GA,--,2.0,6.0,-0.6667
1616.0,NE,ME,59B,Jackman,Newton Field,GA,--,2.0,0.0,0.0
17.0,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,15211402.0,16998174.0,-0.1051
89.0,GL,MI,GRR,Grand Rapids,Gerald R. Ford International,P,S,883677.0,902925.0,-0.0213
116.0,GL,MI,FNT,Flint,Bishop International,P,S,489388.0,526492.0,-0.0705
182.0,GL,MI,TVC,Traverse City,Cherry Capital,P,N,175692.0,183357.0,-0.0418
192.0,GL,MI,MBS,Saginaw,MBS International,P,N,144938.0,162703.0,-0.1092
194.0,GL,MI,LAN,Clinton (Township of),Capital Region International,P,N,139113.0,217437.0,-0.3602
198.0,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,130769.0,168687.0,-0.2248
260.0,GL,MI,SAW,Gwinn,Sawyer International,P,N,53802.0,56172.0,-0.0422
320.0,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,24826.0,25354.0,-0.0208
322.0,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,23913.0,26222.0,-0.0881
