Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 09 Boardings,CY 08 Boardings,% Change
61.0,AL,AK,ANC,Anchorage,Ted Stevens Anchorage International,P,M,2282637.0,2599313.0,-0.1218
120.0,AL,AK,FAI,Fairbanks,Fairbanks International,P,S,424496.0,456947.0,-0.071
142.0,AL,AK,JNU,Juneau,Juneau International,P,N,337038.0,378741.0,-0.1101
197.0,AL,AK,BET,Bethel,Bethel,P,N,134848.0,140291.0,-0.0388
219.0,AL,AK,KTN,Ketchikan,Ketchikan International,P,N,96996.0,108837.0,-0.1088
229.0,AL,AK,ENA,Kenai,Kenai Municipal,P,N,82184.0,96565.0,-0.1489
232.0,AL,AK,ADQ,Kodiak,Kodiak,P,N,78375.0,82057.0,-0.0449
249.0,AL,AK,SIT,Sitka,Sitka Rocky Gutierrez,P,N,62498.0,68197.0,-0.0836
256.0,AL,AK,OTZ,Kotzebue,Ralph Wien Memorial,P,N,57472.0,66322.0,-0.1334
258.0,AL,AK,OME,Nome,Nome,P,N,54994.0,59984.0,-0.0832
279.0,AL,AK,AKN,King Salmon,King Salmon,P,N,40530.0,42310.0,-0.0421
280.0,AL,AK,5KE,Ketchikan,Ketchikan Harbor,GA,--,40462.0,38945.0,0.039
281.0,AL,AK,BRW,Barrow,Wiley Post-Will Rogers Memorial,P,N,39494.0,40674.0,-0.029
284.0,AL,AK,HOM,Homer,Homer,P,N,38532.0,44288.0,-0.13
296.0,AL,AK,SCC,Deadhorse,Deadhorse,P,N,31395.0,99719.0,-0.6852
299.0,AL,AK,DLG,Dillingham,Dillingham,P,N,29214.0,32215.0,-0.0932
310.0,AL,AK,DUT,Unalaska,Unalaska,P,N,26705.0,28234.0,-0.0542
342.0,AL,AK,PSG,Petersburg,Petersburg James A Johnson,P,N,17988.0,19901.0,-0.0961
348.0,AL,AK,ANI,Aniak,Aniak,P,N,16255.0,18526.0,-0.1226
354.0,AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,15372.0,16640.0,-0.0762
355.0,AL,AK,LHD,Anchorage,Lake Hood,P,N,15018.0,15184.0,-0.0109
356.0,AL,AK,MRI,Anchorage,Merrill Field,P,N,14769.0,15206.0,-0.0287
357.0,AL,AK,VDZ,Valdez,Valdez Pioneer Field,P,N,14363.0,14981.0,-0.0413
363.0,AL,AK,MBA,Manokotak,Manokotak,P,N,13570.0,13393.0,0.0132
374.0,AL,AK,YAK,Yakutat,Yakutat,P,N,12158.0,11028.0,0.1025
386.0,AL,AK,WRG,Wrangell,Wrangell,P,N,10790.0,10601.0,0.0178
389.0,AL,AK,UNK,Unalakleet,Unalakleet,P,N,10571.0,12327.0,-0.1425
395.0,AL,AK,ENM,Emmonak,Emmonak,CS,--,9872.0,9097.0,0.0852
398.0,AL,AK,DGG,Red Dog Mine,Red Dog,GA,--,9041.0,9599.0,-0.0581
399.0,AL,AK,CDB,Cold Bay,Cold Bay,CS,--,8968.0,9105.0,-0.015
402.0,AL,AK,GST,Gustavus,Gustavus,CS,--,8822.0,11828.0,-0.2541
409.0,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,--,7738.0,8298.0,-0.0675
411.0,AL,AK,HNH,Hoonah,Hoonah,CS,--,7651.0,7680.0,-0.0038
414.0,AL,AK,GAL,Galena,Edward G. Pitka Sr,CS,--,7447.0,7784.0,-0.0433
416.0,AL,AK,KSM,St Mary's,St Mary's,CS,--,7213.0,9808.0,-0.2646
418.0,AL,AK,HNS,Haines,Haines,CS,--,7099.0,7035.0,0.0091
424.0,AL,AK,T44,Kodiak,Trident Basin,CS,--,6634.0,11218.0,-0.4086
426.0,AL,AK,SGY,Skagway,Skagway,CS,--,6468.0,10727.0,-0.397
430.0,AL,AK,AQH,Quinhagak,Quinhagak,CS,--,6387.0,6950.0,-0.081
431.0,AL,AK,ILI,Iliamna,Iliamna,CS,--,6328.0,9545.0,-0.337
435.0,AL,AK,SOV,Seldovia,Seldovia,CS,--,6270.0,7696.0,-0.1853
445.0,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,--,5521.0,6002.0,-0.0801
446.0,AL,AK,VAK,Chevak,Chevak,CS,--,5507.0,4741.0,0.1616
453.0,AL,AK,IIK,Kipnuk,Kipnuk,CS,--,5133.0,4924.0,0.0424
455.0,AL,AK,D76,Noorvik,Robert /Bob/ Curtis Memorial,CS,--,4985.0,6055.0,-0.1767
456.0,AL,AK,MCG,McGrath,McGrath,CS,--,4893.0,5278.0,-0.0729
458.0,AL,AK,EDF,Anchorage,Elmendorf AFB,GA,--,4812.0,4152.0,0.159
460.0,AL,AK,WLK,Selawik,Selawik,CS,--,4679.0,5920.0,-0.2096
462.0,AL,AK,PHO,Point Hope,Point Hope,CS,--,4644.0,5236.0,-0.1131
463.0,AL,AK,CGA,Craig,Craig,CS,--,4470.0,5844.0,-0.2351
466.0,AL,AK,OOK,Toksook Bay,Toksook Bay,CS,--,4410.0,4103.0,0.0748
468.0,AL,AK,WTK,Noatak,Noatak,CS,--,4383.0,5536.0,-0.2083
469.0,AL,AK,MOU,Mountain Village,Mountain Village,CS,--,4373.0,5100.0,-0.1425
473.0,AL,AK,DUY,Kongiganak,Kongiganak,CS,--,4143.0,3835.0,0.0803
474.0,AL,AK,SVA,Savoonga,Savoonga,CS,--,4088.0,4156.0,-0.0164
477.0,AL,AK,Z09,Kasigluk,Kasigluk,CS,--,3969.0,3871.0,0.0253
478.0,AL,AK,SDP,Sand Point,Sand Point,CS,--,3957.0,4296.0,-0.0789
481.0,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,--,3925.0,3861.0,0.0166
483.0,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,--,3856.0,3832.0,0.0063
487.0,AL,AK,AWI,Wainwright,Wainwright,CS,--,3770.0,3547.0,0.0629
489.0,AL,AK,KEB,English Bay,Nanwalek,CS,--,3566.0,3533.0,0.0093
491.0,AL,AK,GAM,Gambell,Gambell,CS,--,3489.0,3793.0,-0.0801
495.0,AL,AK,MTM,Metlakatla,Metlakatla,CS,--,3403.0,3344.0,0.0176
497.0,AL,AK,KVL,Kivalina,Kivalina,CS,--,3386.0,3784.0,-0.1052
498.0,AL,AK,2A9,Kotlik,Kotlik,CS,--,3377.0,4237.0,-0.203
501.0,AL,AK,SHH,Shishmaref,Shishmaref,CS,--,3369.0,3476.0,-0.0308
502.0,AL,AK,HLA,Huslia,Huslia,CS,--,3324.0,3331.0,-0.0021
503.0,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,--,3309.0,3359.0,-0.0149
504.0,AL,AK,AUK,Alakanuk,Alakanuk,CS,--,3302.0,4015.0,-0.1776
505.0,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,--,3298.0,3549.0,-0.0707
507.0,AL,AK,6R7,Old Harbor,Old Harbor,CS,--,3226.0,3282.0,-0.0171
508.0,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,--,3207.0,3907.0,-0.1792
509.0,AL,AK,GGV,Kwigillingok,Kwigillingok,CS,--,3203.0,3083.0,0.0389
510.0,AL,AK,KLG,Kalskag,Kalskag,CS,--,3199.0,3147.0,0.0165
511.0,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,--,3130.0,3301.0,-0.0518
512.0,AL,AK,CFK,Chefornak,Chefornak,CS,--,3126.0,3236.0,-0.034
513.0,AL,AK,BVK,Buckland,Buckland,CS,--,3105.0,4016.0,-0.2268
514.0,AL,AK,0AK,Pilot Station,Pilot Station,CS,--,3058.0,3563.0,-0.1417
515.0,AL,AK,2A3,Larsen Bay,Larsen Bay,CS,--,3009.0,2933.0,0.0259
517.0,AL,AK,4K5,Ouzinkie,Ouzinkie,CS,--,2999.0,2071.0,0.4481
518.0,AL,AK,EEK,Eek,Eek,CS,--,2948.0,3292.0,-0.1045
520.0,AL,AK,BTI,Kaktovik,Barter Island LRRS,CS,--,2894.0,3029.0,-0.0446
523.0,AL,AK,KVC,King Cove,King Cove,CS,--,2866.0,2647.0,0.0827
525.0,AL,AK,NUL,Nulato,Nulato,CS,--,2833.0,2917.0,-0.0288
526.0,AL,AK,TYE,Tyonek,Tyonek,GA,--,2806.0,2356.0,0.191
527.0,AL,AK,PGM,Port Graham,Port Graham,CS,--,2794.0,2916.0,-0.0418
529.0,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,--,2763.0,2892.0,-0.0446
530.0,AL,AK,TLT,Tuluksak,Tuluksak,CS,--,2762.0,2630.0,0.0502
533.0,AL,AK,SMK,St Michael,St Michael,CS,--,2711.0,3493.0,-0.2239
535.0,AL,AK,ORI,Port Lions,Port Lions,CS,--,2666.0,2386.0,0.1174
538.0,AL,AK,AQT,Nuiqsut,Nuiqsut,CS,--,2597.0,2819.0,-0.0788
540.0,AL,AK,RSH,Russian Mission,Russian Mission,CS,--,2587.0,2708.0,-0.0447
542.0,AL,AK,16A,Nunapitchuk,Nunapitchuk,CS,--,2538.0,2850.0,-0.1095
544.0,AL,AK,UUO,Willow,Willow,GA,--,2500.0,2703.0,-0.0751
548.0,AL,AK,BLG,Beluga,Beluga,GA,--,2410.0,2541.0,-0.0516
549.0,AL,AK,KWT,Kwethluk,Kwethluk,GA,--,2397.0,2602.0,-0.0788
550.0,AL,AK,6A8,Allakaket,Allakaket,GA,--,2324.0,2304.0,0.0087
551.0,AL,AK,KKA,Koyuk,Koyuk Alfred Adams,GA,--,2310.0,2541.0,-0.0909
552.0,AL,AK,WBB,Stebbins,Stebbins,GA,--,2296.0,2571.0,-0.107
553.0,AL,AK,KTB,Thorne Bay,Thorne Bay,GA,--,2283.0,2640.0,-0.1352
555.0,AL,AK,KTS,Brevig Mission,Brevig Mission,GA,--,2274.0,2119.0,0.0731
556.0,AL,AK,EWU,Newtok,Newtok,GA,--,2221.0,2192.0,0.0132
557.0,AL,AK,Z13,Akiachak,Akiachak,GA,--,2218.0,2207.0,0.005
559.0,AL,AK,SHG,Shungnak,Shungnak,GA,--,2175.0,2626.0,-0.1717
562.0,AL,AK,ELI,Elim,Elim,GA,--,2156.0,2356.0,-0.0849
565.0,AL,AK,5Z9,Katmai National Park,Lake Brooks,GA,--,2130.0,5547.0,-0.616
566.0,AL,AK,VEE,Venetie,Venetie,GA,--,2120.0,1993.0,0.0637
567.0,AL,AK,ATK,Atqasuk,Atqasuk Edward Burnell Sr Memorial,GA,--,2107.0,2105.0,0.001
572.0,AL,AK,AFM,Ambler,Ambler,GA,--,2023.0,2365.0,-0.1446
578.0,AL,AK,KAL,Kaltag,Kaltag,GA,--,1945.0,2099.0,-0.0734
579.0,AL,AK,4A2,Atmautluak,Atmautluak,GA,--,1915.0,2244.0,-0.1466
580.0,AL,AK,ADK,Adak (Naval) Station/Mitchell Field,Adak,GA,--,1907.0,1989.0,-0.0412
581.0,AL,AK,2C7,Shaktoolik,Shaktoolik,GA,--,1903.0,2246.0,-0.1527
586.0,AL,AK,HYL,Hollis,Hollis,GA,--,1820.0,1661.0,0.0957
587.0,AL,AK,IGT,Nightmute,Nightmute,GA,--,1811.0,1800.0,0.0061
588.0,AL,AK,4KA,Tununak,Tununak,GA,--,1801.0,1809.0,-0.0044
589.0,AL,AK,GNU,Goodnews Bay,Goodnews,GA,--,1775.0,1532.0,0.1586
590.0,AL,AK,AGN,Angoon,Angoon,GA,--,1750.0,1770.0,-0.0113
592.0,AL,AK,SXP,Sheldon Point,Sheldon Point,GA,--,1741.0,2103.0,-0.1721
594.0,AL,AK,TOG,Togiak Village,Togiak,GA,--,1704.0,1992.0,-0.1446
596.0,AL,AK,ARC,Arctic Village,Arctic Village,GA,--,1672.0,1597.0,0.047
597.0,AL,AK,PIZ,Point Lay,Point Lay LRRS,GA,--,1669.0,1693.0,-0.0142
598.0,AL,AK,LKK,Kulik Lake,Kulik Lake,GA,--,1648.0,1879.0,-0.1229
599.0,AL,AK,MYU,Mekoryuk,Mekoryuk,GA,--,1641.0,1718.0,-0.0448
601.0,AL,AK,RBY,Ruby,Ruby,GA,--,1634.0,1915.0,-0.1467
603.0,AL,AK,GLV,Golovin,Golovin,GA,--,1617.0,1838.0,-0.1202
604.0,AL,AK,AKI,Akiak,Akiak,GA,--,1594.0,1620.0,-0.016
611.0,AL,AK,WNA,Napakiak,Napakiak,GA,--,1482.0,1840.0,-0.1946
613.0,AL,AK,PTU,Platinum,Platinum,GA,--,1467.0,1020.0,0.4382
615.0,AL,AK,PKA,Napaskiak,Napaskiak,GA,--,1453.0,1321.0,0.0999
619.0,AL,AK,WMO,White Mountain,White Mountain,GA,--,1389.0,1989.0,-0.3017
623.0,AL,AK,AKK,Akhiok,Akhiok,GA,--,1356.0,1220.0,0.1115
626.0,AL,AK,HCA,Holy Cross,Holy Cross,GA,--,1337.0,1551.0,-0.138
628.0,AL,AK,IWK,Wales,Wales,GA,--,1310.0,1362.0,-0.0382
629.0,AL,AK,GBH,Galbraith Lake,Galbraith Lake,GA,--,1288.0,1352.0,-0.0473
630.0,AL,AK,BTT,Bettles,Bettles,GA,--,1259.0,1463.0,-0.1394
632.0,AL,AK,KAE,Kake,Kake,GA,--,1255.0,1564.0,-0.1976
633.0,AL,AK,HUS,Hughes,Hughes,GA,--,1253.0,1104.0,0.135
634.0,AL,AK,DEE,Deering,Deering,GA,--,1240.0,1417.0,-0.1249
637.0,AL,AK,EII,Egegik,Egegik,GA,--,1213.0,1182.0,0.0262
639.0,AL,AK,TER,Teller,Teller,GA,--,1203.0,1293.0,-0.0696
640.0,AL,AK,KQA,Akutan,Akutan,GA,--,1200.0,1346.0,-0.1085
643.0,AL,AK,KWF,Waterfall,Waterfall,GA,--,1158.0,2072.0,-0.4411
646.0,AL,AK,EIL,Fairbanks,Eielson AFB,GA,--,1150.0,6486.0,-0.8227
651.0,AL,AK,KYU,Koyukuk,Koyukuk,GA,--,1098.0,1103.0,-0.0045
657.0,AL,AK,OBU,Kobuk,Kobuk,GA,--,1048.0,1176.0,-0.1088
665.0,AL,AK,PTH,Port Heiden,Port Heiden,GA,--,964.0,919.0,0.049
667.0,AL,AK,CIK,Chalkyitsik,Chalkyitsik,GA,--,936.0,795.0,0.1774
672.0,AL,AK,EAA,Eagle,Eagle,GA,--,922.0,621.0,0.4847
673.0,AL,AK,KGX,Grayling,Grayling,GA,--,918.0,1106.0,-0.17
674.0,AL,AK,9K2,Kokhanok,Kokhanok,GA,--,900.0,1313.0,-0.3145
678.0,AL,AK,ANV,Anvik,Anvik,GA,--,885.0,897.0,-0.0134
679.0,AL,AK,SHX,Shageluk,Shageluk,GA,--,884.0,901.0,-0.0189
681.0,AL,AK,WBQ,Beaver,Beaver,GA,--,853.0,1003.0,-0.1496
683.0,AL,AK,AJC,Chignik,Chignik,GA,--,832.0,800.0,0.04
685.0,AL,AK,SVS,Stevens Village,Stevens Village,GA,--,796.0,554.0,0.4368
691.0,AL,AK,PNP,Pilot Point,Pilot Point,GA,--,736.0,738.0,-0.0027
694.0,AL,AK,KNW,New Stuyahok,New Stuyahok,GA,--,725.0,993.0,-0.2699
702.0,AL,AK,IGG,Igiugig,Igiugig,GA,--,642.0,774.0,-0.1705
703.0,AL,AK,PPC,Prospect Creek,Prospect Creek,GA,--,640.0,662.0,-0.0332
708.0,AL,AK,TKE,Tenakee Springs,Tenakee,GA,--,617.0,639.0,-0.0344
709.0,AL,AK,CJX,Crooked Creek,Crooked Creek,GA,--,616.0,701.0,-0.1213
711.0,AL,AK,PBV,St. George,St George,GA,--,610.0,604.0,0.0099
715.0,AL,AK,KCL,Chignik Flats,Chignik Lagoon,GA,--,596.0,566.0,0.053
718.0,AL,AK,UMT,Umiat,Umiat,GA,--,569.0,197.0,1.8883
720.0,AL,AK,9A3,Chuathbaluk,Chuathbaluk,GA,--,560.0,383.0,0.4621
721.0,AL,AK,A57,Yakutat,Alsek River,GA,--,560.0,507.0,0.1045
722.0,AL,AK,PEV,Perryville,Perryville,GA,--,556.0,723.0,-0.231
724.0,AL,AK,PEC,Pelican,Pelican,GA,--,550.0,744.0,-0.2608
730.0,AL,AK,1AK3,Cold Bay,Port Moller,GA,--,512.0,487.0,0.0513
734.0,AL,AK,KFP,False Pass,False Pass,GA,--,482.0,505.0,-0.0455
740.0,AL,AK,9Z8,Levelock,Levelock,GA,--,445.0,527.0,-0.1556
744.0,AL,AK,SLQ,Sleetmute,Sleetmute,GA,--,411.0,467.0,-0.1199
745.0,AL,AK,FBK,Fairbanks/Ft Wainwright,Ladd AAF,GA,--,408.0,1266.0,-0.6777
746.0,AL,AK,AKA,Atka,Atka,GA,--,406.0,321.0,0.2648
747.0,AL,AK,Z91,Birch Creek,Birch Creek,GA,--,397.0,472.0,-0.1589
752.0,AL,AK,JZZ,Koliganek,Koliganek,GA,--,385.0,481.0,-0.1996
755.0,AL,AK,CRC,Circle,Circle City /New/,GA,--,377.0,303.0,0.2442
756.0,AL,AK,KYK,Karluk,Karluk,GA,--,376.0,505.0,-0.2554
757.0,AL,AK,BCV,Birchwood,Birchwood,GA,--,375.0,350.0,0.0714
758.0,AL,AK,CLP,Clarks Point,Clarks Point,GA,--,375.0,497.0,-0.2455
759.0,AL,AK,OUL,Nelson Lagoon,Nelson Lagoon,GA,--,371.0,290.0,0.2793
761.0,AL,AK,5NN,Nondalton,Nondalton,GA,--,366.0,1574.0,-0.7675
762.0,AL,AK,A63,Twin Hills,Twin Hills,GA,--,359.0,405.0,-0.1136
766.0,AL,AK,A23,Saginaw Bay,Saginaw,GA,--,330.0,0.0,0.0
773.0,AL,AK,SKW,Skwentna,Skwentna,GA,--,289.0,496.0,-0.4173
780.0,AL,AK,FSP,Nikolai,Nikolai,GA,--,267.0,364.0,-0.2665
781.0,AL,AK,ELV,Elfin Cove,Elfin Cove,GA,--,265.0,196.0,0.352
784.0,AL,AK,WSN,South Naknek,South Naknek Nr 2,GA,--,248.0,330.0,-0.2485
787.0,AL,AK,CXF,Coldfoot,Coldfoot,GA,--,243.0,537.0,-0.5475
791.0,AL,AK,8AK3,Selawik,Roland Norton Memorial Airstrip,GA,--,237.0,289.0,-0.1799
794.0,AL,AK,8AK9,Tok,Tok 2,GA,--,226.0,0.0,0.0
797.0,AL,AK,4K0,Pedro Bay,Pedro Bay,GA,--,220.0,678.0,-0.6755
799.0,AL,AK,IKO,Nikolski,Nikolski AS,GA,--,219.0,165.0,0.3273
807.0,AL,AK,UGB,Pilot Point,Ugashik Bay,GA,--,207.0,180.0,0.15
809.0,AL,AK,TNC,Tin City,Tin City LRRS,GA,--,200.0,172.0,0.1628
812.0,AL,AK,78K,Yes Bay,Yes Bay Lodge,GA,--,196.0,185.0,0.0595
814.0,AL,AK,51Z,Minto,Minto Al Wright,GA,--,193.0,154.0,0.2532
815.0,AL,AK,AHP,Port Alexander,Port Alexander,GA,--,189.0,139.0,0.3597
816.0,AL,AK,GKN,Gulkana,Gulkana,GA,--,187.0,204.0,-0.0833
818.0,AL,AK,KEK,Ekwok,Ekwok,GA,--,182.0,283.0,-0.3569
822.0,AL,AK,RDV,Red Devil,Red Devil,GA,--,171.0,320.0,-0.4656
823.0,AL,AK,LUR,Cape Lisburne,Cape Lisburne LRRS,GA,--,169.0,124.0,0.3629
828.0,AL,AK,ALZ,Lazy Bay,Alitak,GA,--,164.0,175.0,-0.0629
830.0,AL,AK,PAQ,Palmer,Palmer Municipal,GA,--,161.0,44.0,2.6591
832.0,AL,AK,RMP,Rampart,Rampart,GA,--,159.0,224.0,-0.2902
835.0,AL,AK,84K,Meyers Chuck,Meyers Chuck,GA,--,152.0,174.0,-0.1264
841.0,AL,AK,ENN,Nenana,Nenana Municipal,GA,--,144.0,34.0,3.2353
842.0,AL,AK,SRV,Stony River,Stony River 2,GA,--,144.0,198.0,-0.2727
846.0,AL,AK,KPC,Port Clarence,Port Clarence CGS,GA,--,140.0,95.0,0.4737
855.0,AL,AK,TCT,Takotna,Takotna,GA,--,128.0,206.0,-0.3786
858.0,AL,AK,KCC,Coffman Cove,Coffman Cove,GA,--,125.0,126.0,-0.0079
862.0,AL,AK,MHM,Lake Minchumina,Minchumina,GA,--,120.0,149.0,-0.1946
863.0,AL,AK,4Z7,Hyder,Hyder,GA,--,119.0,123.0,-0.0325
871.0,AL,AK,SYA,Shemya,Eareckson AS,GA,--,110.0,0.0,0.0
872.0,AL,AK,CZF,Cape Romanzof,Cape Romanzof LRRS,GA,--,109.0,77.0,0.4156
875.0,AL,AK,96Z,North Whale Pass,North Whale,GA,--,105.0,204.0,-0.4853
876.0,AL,AK,IYS,Wasilla,Wasilla,GA,--,105.0,0.0,0.0
877.0,AL,AK,UTO,Utopia Creek,Indian Mountain LRRS,GA,--,105.0,111.0,-0.0541
879.0,AL,AK,EHM,Cape Newenham,Cape Newenham LRRS,GA,--,103.0,103.0,0.0
886.0,AL,AK,SXQ,Soldotna,Soldotna,GA,--,98.0,141.0,-0.305
887.0,AL,AK,TLJ,Takotna,Tatalina LRRS,GA,--,97.0,100.0,-0.03
891.0,AL,AK,19P,Port Protection,Port Protection,GA,--,91.0,57.0,0.5965
895.0,AL,AK,3AK5,Kenai,Drift River,GA,--,88.0,0.0,0.0
900.0,AL,AK,76AK,Delta Junction,Pogo Mine Airstrip,GA,--,83.0,0.0,0.0
907.0,AL,AK,KXA,Kasaan,Kasaan,GA,--,77.0,58.0,0.3276
916.0,AL,AK,AK40,McGrath,Nixon Fork Mine,GA,--,72.0,120.0,-0.4
926.0,AL,AK,EXI,Excursion Inlet,Excursion Inlet,GA,--,68.0,69.0,-0.0145
932.0,AL,AK,15Z,McCarthy,McCarthy,GA,--,65.0,48.0,0.3542
938.0,AL,AK,5NK,Naknek,Naknek,GA,--,63.0,161.0,-0.6087
946.0,AL,AK,CHP,Circle Hot Springs,Circle Hot Springs,GA,--,58.0,0.0,0.0
964.0,AL,AK,CZN,Chisana,Chisana,GA,--,51.0,31.0,0.6452
967.0,AL,AK,TPO,Port Alsworth,Port Alsworth,GA,--,49.0,1938.0,-0.9747
975.0,AL,AK,GSZ,Granite Mountain,Granite Mountain AS,GA,--,46.0,52.0,-0.1154
984.0,AL,AK,KWP,West Point,West Point Village,GA,--,42.0,51.0,-0.1765
986.0,AL,AK,1KC,Kalakaket Creek Radio Relay Site,Kalakaket Creek AS,GA,--,41.0,0.0,0.0
992.0,AL,AK,MLY,Manley Hot Springs,Manley Hot Springs,GA,--,41.0,43.0,-0.0465
999.0,AL,AK,AFE,Kake,Kake,GA,--,38.0,30.0,0.2667
1001.0,AL,AK,HYG,Hydaburg,Hydaburg,GA,--,37.0,13.0,1.8462
1004.0,AL,AK,5AK0,Trading Bay,Trading Bay Production,GA,--,36.0,0.0,0.0
1005.0,AL,AK,6K8,Tok,Tok Junction,GA,--,36.0,0.0,0.0
1006.0,AL,AK,A14,Portage Creek,Portage Creek,GA,--,36.0,83.0,-0.5663
1018.0,AL,AK,HRR,Healy,Healy River,GA,--,33.0,34.0,-0.0294
1022.0,AL,AK,TSG,Tanacross,Tanacross,GA,--,32.0,80.0,-0.6
1023.0,AL,AK,WCR,Chandalar Lake,Chandalar Lake,GA,--,32.0,48.0,-0.3333
1048.0,AL,AK,KPB,Point Baker,Point Baker,GA,--,27.0,25.0,0.08
1052.0,AL,AK,Z84,Clear,Clear,GA,--,27.0,14.0,0.9286
1076.0,AL,AK,AK71,Lonely,Lonely AS,GA,--,23.0,46.0,-0.5
1077.0,AL,AK,AK81,Amook Bay,Amook Bay,GA,--,23.0,30.0,-0.2333
1087.0,AL,AK,A29,Sitka,Sitka,GA,--,22.0,32.0,-0.3125
1092.0,AL,AK,KMY,Moser Bay,Moser Bay,GA,--,22.0,9.0,1.4444
1101.0,AL,AK,4AK8,Napaimute,Napaimute Pioneer Airfield,GA,--,20.0,0.0,0.0
1110.0,AL,AK,KCR,Colorado Creek,Colorado Creek,GA,--,20.0,0.0,0.0
1113.0,AL,AK,CKX,Chicken,Chicken,GA,--,19.0,12.0,0.5833
1127.0,AL,AK,MYK,May Creek,May Creek,GA,--,18.0,28.0,-0.3571
1154.0,AL,AK,46AK,Homer,Bear Cove Farm,GA,--,15.0,7.0,1.1429
1161.0,AL,AK,KPR,Port Williams,Port Williams,GA,--,15.0,4.0,2.75
1187.0,AL,AK,CEM,Central,Central,GA,--,13.0,47.0,-0.7234
1192.0,AL,AK,KKB,Kitoi Bay,Kitoi Bay,GA,--,13.0,28.0,-0.5357
1205.0,AL,AK,AK60,Jensens,Fort Jensen,GA,--,12.0,29.0,-0.5862
1208.0,AL,AK,FNR,Funter Bay,Funter Bay,GA,--,12.0,16.0,-0.25
1215.0,AL,AK,MOS,Elim,Moses Point,GA,--,12.0,4.0,2.0
1231.0,AL,AK,KPY,Port Bailey,Port Bailey,GA,--,11.0,4.0,1.75
1238.0,AL,AK,2AK,Lime Village,Lime Village,GA,--,10.0,17.0,-0.4118
1240.0,AL,AK,5QC,Quartz Creek,Quartz Creek /Kougarok/,GA,--,10.0,0.0,0.0
1246.0,AL,AK,DCK,Dahl Creek,Dahl Creek,GA,--,10.0,92.0,-0.8913
1257.0,AL,AK,WSJ,San Juan,San Juan /Uganik/,GA,--,10.0,5.0,1.0
1258.0,AL,AK,ZNC,Nyac,Nyac,GA,--,10.0,66.0,-0.8485
1260.0,AL,AK,3T4,Tetlin,Tetlin,GA,--,9.0,0.0,0.0
1262.0,AL,AK,AK75,Candle,Candle 2,GA,--,9.0,16.0,-0.4375
1263.0,AL,AK,AKW,Klawock,Klawock,GA,--,9.0,4.0,1.25
1280.0,AL,AK,ORT,Fairbanks North Star (Borough),Northway,GA,--,9.0,39.0,-0.7692
1303.0,AL,AK,KOY,Olga Bay,Olga Bay,GA,--,8.0,7.0,0.1429
1324.0,AL,AK,37AK,Big Mountain Radio Relay Site (U.S. Air Force),Big Mountain,GA,--,7.0,13.0,-0.4615
1353.0,AL,AK,SVW,Sparrevohn,Sparrevohn LRRS,GA,--,7.0,3.0,1.3333
1360.0,AL,AK,UBW,Kuparuk,Ugnu-Kuparuk,GA,--,7.0,177.0,-0.9605
1369.0,AL,AK,AK13,Chena Hot Springs,Chena Hot Springs,GA,--,6.0,2.0,2.0
1380.0,AL,AK,FWL,Farewell,Farewell,GA,--,6.0,20.0,-0.7
1411.0,AL,AK,BIG,Delta Junction Ft Greely,Allen AAF,GA,--,5.0,16.0,-0.6875
1457.0,AL,AK,2K5,Telida,Telida,GA,--,4.0,2.0,1.0
1466.0,AL,AK,5A8,Aleknagik,Aleknagik /New,GA,--,4.0,3.0,0.3333
1470.0,AL,AK,AK78,Deadhorse,Badami,GA,--,4.0,0.0,0.0
1552.0,AL,AK,CYM,Chatham,Chatham,GA,--,3.0,8.0,-0.625
1594.0,AL,AK,TKA,Talkeetna,Talkeetna,GA,--,3.0,1150.0,-0.9974
1602.0,AL,AK,WSB,Steamboat Bay,Steamboat Bay,GA,--,3.0,0.0,0.0
1604.0,AL,AK,Z17,Ophir,Ophir,GA,--,3.0,10.0,-0.7
1607.0,AL,AK,2AK6,Hogatza,Hog River,GA,--,2.0,13.0,-0.8462
1647.0,AL,AK,FLT,Flat,Flat,GA,--,2.0,2.0,0.0
1753.0,AL,AK,K29,Council,Council,GA,--,1.0,0.0,0.0
1773.0,AL,AK,SWD,Seward,Seward,GA,--,1.0,22.0,-0.9545
9999.0,AL,AK,KDK,Kodiak,Kodiak Municipal,GA,--,0.0,2.0,-1.0
73.0,SO,AL,BHM,Birmingham,Birmingham-Shuttlesworth International,P,S,1442155.0,1623506.0,-0.1117
110.0,SO,AL,HSV,Huntsville,Huntsville International-Carl T Jones Field,P,S,572767.0,612690.0,-0.0652
154.0,SO,AL,MOB,Mobile,Mobile Regional,P,N,280491.0,286956.0,-0.0225
