Rank,ST,Locid,City,Airport Name,Service Level,Hub Type,CY 2004 Boardings,CY 2003 Boardings,% Change
495.0,NY,ART,Watertown,Watertown International,CS,None,3728.0,2381.0,0.5657
517.0,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,3203.0,3348.0,-0.0433
519.0,NY,MSS,Massena,Massena International-Richards Field,CS,None,3083.0,2256.0,0.3666
550.0,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,2597.0,2269.0,0.1446
570.0,NY,OGS,Ogdensburg,Ogdensburg International,GA,None,2261.0,1901.0,0.1894
584.0,NY,UCA,Utica,Oneida County,GA,None,2122.0,1965.0,0.0799
607.0,NY,PLB,Plattsburgh,Clinton County,GA,None,1712.0,1370.0,0.2496
611.0,NY,FRG,North Babylon,Republic,GA,None,1692.0,2211.0,-0.2347
696.0,NY,IAG,Niagara Falls,Niagara Falls International,GA,None,904.0,621.0,0.4557
745.0,NY,1B1,Hudson,Columbia County,GA,None,546.0,6.0,90.0
771.0,NY,HTO,East Hampton,East Hampton,GA,None,420.0,3503.0,-0.8801
802.0,NY,ELZ,Wellsville,"Wellsville Municipal Airport,Tarantine Field",GA,None,309.0,181.0,0.7072
839.0,NY,SCH,Schenectady,Schenectady County,GA,None,235.0,5.0,46.0
946.0,NY,H43,Haverstraw,Haverstraw,GA,None,100.0,0.0,0.0
968.0,NY,GFL,Glens Falls,Floyd Bennett Memorial,GA,None,85.0,47.0,0.8085
1018.0,NY,FOK,Westhampton Beach,Francis S Gabreski,GA,None,64.0,93.0,-0.3118
1032.0,NY,JRA,New York,West 30th St.,GA,None,60.0,0.0,0.0
1044.0,NY,OLE,Olean,Cattaraugus County-Olean,GA,None,56.0,28.0,1.0
1053.0,NY,5B2,Saratoga Springs,Saratoga County,GA,None,52.0,16.0,2.25
1083.0,NY,POU,Poughkeepsie,Dutchess County,GA,None,45.0,124.0,-0.6371
1159.0,NY,MTP,Montauk,Montauk,GA,None,29.0,146.0,-0.8014
1163.0,NY,MGJ,Montgomery,Orange County,GA,None,28.0,6.0,3.6667
1227.0,NY,6N5,New York,East 34th Street,GA,None,20.0,0.0,0.0
1233.0,NY,JRB,New York,Port Authority Downtown Manhattan/Wall St,GA,None,20.0,0.0,0.0
1251.0,NY,PTD,Potsdam,Potsdam Municipal/Damon Field/,GA,None,19.0,21.0,-0.0952
1305.0,NY,0B8,Fishers Island,Elizabeth Field,GA,None,14.0,119.0,-0.8824
1332.0,NY,4G6,Hornell,Hornell Municipal,GA,None,13.0,56.0,-0.7679
1345.0,NY,LKP,Lake Placid,Lake Placid,GA,None,13.0,312.0,-0.9583
1430.0,NY,44N,Millbrook,Sky Acres,GA,None,9.0,2.0,3.5
1455.0,NY,9G3,Akron,Akron,GA,None,8.0,0.0,0.0
1453.0,NY,21N,Mattituck,Mattituck,GA,None,8.0,1.0,7.0
1508.0,NY,DSV,Dansville,Dansville Municipal,GA,None,7.0,5.0,0.4
1603.0,NY,D38,Canandaigua,Canandaigua,GA,None,5.0,4.0,0.25
1622.0,NY,N03,Cortland,Cortland County-Chase Field,GA,None,5.0,0.0,0.0
1625.0,NY,OIC,Norwich,Lt Warren Eaton,GA,None,5.0,2.0,1.5
1629.0,NY,PEO,Penn Yan,Penn Yan,GA,None,5.0,6.0,-0.1667
1674.0,NY,N89,Ellenville,Joseph Y Resnick,GA,None,4.0,3.0,0.3333
1673.0,NY,N66,Oneonta,Oneonta Municipal,GA,None,4.0,0.0,0.0
1640.0,NY,0G7,Seneca Falls,Finger Lakes Regional,GA,None,4.0,0.0,0.0
1711.0,NY,DKK,Dunkirk,Chautauqua County/Dunkirk,GA,None,3.0,3.0,0.0
1741.0,NY,NY0,Johnstown,Fulton County,GA,None,3.0,5.0,-0.4
1734.0,NY,MSV,Monticello,Sullivan County International,GA,None,3.0,0.0,0.0
1746.0,NY,RME,Rome,Griffiss Airpark,GA,None,3.0,0.0,0.0
1819.0,NY,N23,Sidney,Sidney Municipal,GA,None,2.0,0.0,0.0
1866.0,NY,7N1,Corning,Corning-Painted Post,GA,None,1.0,0.0,0.0
1891.0,NY,HWV,Shirley,Brookhaven,GA,None,1.0,0.0,0.0
35.0,OH,CLE,Cleveland,Cleveland-Hopkins International,P,M,5389196.0,5012446.0,0.0752
55.0,OH,CMH,Columbus,Port Columbus International,P,M,3071447.0,3050585.0,0.0068
76.0,OH,DAY,Dayton,James M Cox Dayton International,P,S,1442849.0,1306740.0,0.1042
102.0,OH,CAK,Akron,Akron-Canton Regional,P,S,671278.0,576472.0,0.1645
148.0,OH,TOL,Toledo,Toledo Express,P,N,305229.0,295309.0,0.0336
219.0,OH,LCK,Columbus,Rickenbacker International,P,N,84859.0,25514.0,2.326
326.0,OH,YNG,Youngstown/Warren,Youngstown-Warren Regional,GA,None,21403.0,8078.0,1.6495
633.0,OH,BKL,Cleveland,Burke Lakefront,GA,None,1471.0,573.0,1.5672
718.0,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,GA,None,766.0,386.0,0.9845
760.0,OH,16G,Tiffin,Seneca County,GA,None,477.0,163.0,1.9264
763.0,OH,FFO,Dayton,Wright-Patterson AFB,GA,None,469.0,552.0,-0.1504
770.0,OH,FDY,Findlay,Findlay,GA,None,420.0,266.0,0.5789
774.0,OH,LNN,Willoughby,Willoughby Lost Nation Municipal,GA,None,403.0,7.0,56.5714
821.0,OH,38D,Salem,Salem Airpark Inc,GA,None,272.0,268.0,0.0149
833.0,OH,5G7,Bluffton,Bluffton,GA,None,249.0,230.0,0.0826
854.0,OH,OSU,Columbus,Ohio State University,GA,None,211.0,49.0,3.3061
898.0,OH,MFD,Mansfield,Mansfield Lahm Regional,GA,None,148.0,166.0,-0.1084
908.0,OH,PMH,Portsmouth,Greater Portsmouth Regional,GA,None,127.0,0.0,0.0
924.0,OH,I68,Lebanon,Lebanon-Warren County,GA,None,112.0,7.0,15.0
959.0,OH,CGF,Cleveland,Cuyahoga County,GA,None,90.0,59.0,0.5254
980.0,OH,TDZ,Walbridge,Metcalf Field,GA,None,80.0,49.0,0.6327
994.0,OH,AOH,Lima,Lima Allen County,GA,None,73.0,130.0,-0.4385
1052.0,OH,1G0,Bowling Green,Wood County,GA,None,52.0,10.0,4.2
1054.0,OH,FZI,Fostoria,Fostoria Metropolitan,GA,None,52.0,7.0,6.4286
1058.0,OH,MGY,Dayton,Dayton-Wright Brothers,GA,None,51.0,34.0,0.5
1093.0,OH,LHQ,Lancaster,Fairfield County,GA,None,42.0,4.0,9.5
1134.0,OH,SKY,Sandusky,Griffing Sandusky,GA,None,32.0,37.0,-0.1351
1168.0,OH,56D,Upper Sandusky,Wyandot County,GA,None,27.0,10.0,1.7
1184.0,OH,UNI,Athens/Albany,Ohio University Snyder Field,GA,None,26.0,8.0,2.25
1182.0,OH,S24,Fremont,Sandusky County Regional,GA,None,26.0,31.0,-0.1613
1200.0,OH,MNN,Marion,Marion Municipal,GA,None,24.0,2.0,11.0
1201.0,OH,MRT,Marysville,Union County,GA,None,24.0,8.0,2.0
1235.0,OH,LPR,Lorain,Lorain County Regional,GA,None,20.0,24.0,-0.1667
1250.0,OH,PCW,Port Clinton,Carl R Keller Field,GA,None,19.0,13.0,0.4615
1257.0,OH,GQQ,Crestline,Galion Municipal,GA,None,18.0,8.0,1.25
1269.0,OH,AKR,Akron,Akron Fulton International,GA,None,17.0,2.0,7.5
1288.0,OH,ISZ,Cincinnati,Cincinnati-Blue Ash,GA,None,16.0,6.0,1.6667
1312.0,OH,DLZ,Delaware,Delaware Municipal,GA,None,14.0,32.0,-0.5625
1326.0,OH,VTA,Newark,Newark-Heath,GA,None,14.0,3.0,3.6667
1308.0,OH,3W2,Put-in-Bay,Put-in-Bay,GA,None,14.0,0.0,0.0
1321.0,OH,SGH,Springfield,Springfield-Beckley Municipal,GA,None,14.0,8.0,0.75
1349.0,OH,1G5,Medina,Medina Municipal,GA,None,12.0,1.0,11.0
1370.0,OH,MWO,Middletown,Hook Field Municipal,GA,None,12.0,3.0,3.0
1351.0,OH,4I9,Mount Gilead,Morrow County,GA,None,12.0,10.0,0.2
1378.0,OH,14G,Fremont,Fremont,GA,None,11.0,22.0,-0.5
1391.0,OH,HAO,Hamilton,Butler County Regional,GA,None,11.0,10.0,0.1
1406.0,OH,AXV,Wapakoneta,Neil Armstrong,GA,None,10.0,29.0,-0.6552
1483.0,OH,OXD,Oxford,Miami University,GA,None,8.0,8.0,0.0
1530.0,OH,VES,Versailles,Darke County,GA,None,7.0,8.0,-0.125
1560.0,OH,I43,Jackson,James A Rhodes,GA,None,6.0,0.0,0.0
1540.0,OH,4G4,Youngstown,Youngstown Elser Metro,GA,None,6.0,5.0,0.2
1589.0,OH,10G,Millersburg,Holmes County,GA,None,5.0,0.0,0.0
1626.0,OH,OWX,Ottawa,Putnam County,GA,None,5.0,0.0,0.0
1616.0,OH,I17,Piqua,Piqua - Hartzell Field,GA,None,5.0,3.0,0.6667
1638.0,OH,VNW,Van Wert,Van Wert County,GA,None,5.0,0.0,0.0
1653.0,OH,DFI,Defiance,Defiance Memorial,GA,None,4.0,1.0,3.0
1690.0,OH,ZZV,Zanesville,Zanesville Municipal,GA,None,4.0,0.0,0.0
1691.0,OH,17G,Bucyrus,Port Bucyrus-Crawford County,GA,None,3.0,0.0,0.0
1708.0,OH,CQA,Celina,Lakefield,GA,None,3.0,3.0,0.0
1747.0,OH,RZT,Chillicothe,Ross County,GA,None,3.0,14.0,-0.7857
1796.0,OH,EDJ,Bellefontaine,Bellefontaine Regional,GA,None,2.0,15.0,-0.8667
1791.0,OH,CYO,Circleville,Pickaway County Memorial,GA,None,2.0,0.0,0.0
1759.0,OH,02G,East Liverpool,Columbiana County,GA,None,2.0,11.0,-0.8182
1779.0,OH,7W5,Napoleon,Henry County,GA,None,2.0,7.0,-0.7143
1773.0,OH,3G3,Wadsworth,Wadsworth Municipal,GA,None,2.0,0.0,0.0
1806.0,OH,I23,Washington Court House,Fayette County,GA,None,2.0,0.0,0.0
1783.0,OH,BJJ,Wooster,Wayne County,GA,None,2.0,5.0,-0.6
1805.0,OH,I19,Xenia,Greene County-Lewis A. Jackson Regional,GA,None,2.0,0.0,0.0
1893.0,OH,HZY,Ashtabula,Ashtabula County,GA,None,1.0,0.0,0.0
1932.0,OH,TZR,Columbus,Bolton Field,GA,None,1.0,0.0,0.0
69.0,OK,OKC,Oklahoma City,Will Rogers World,P,S,1695096.0,1615264.0,0.0494
74.0,OK,TUL,Tulsa,Tulsa International,P,S,1462799.0,1363682.0,0.0727
266.0,OK,LAW,Lawton,Lawton-Fort Sill Regional,P,N,46211.0,44673.0,0.0344
601.0,OK,WDG,Enid,Enid Woodring Regional,GA,None,1891.0,1816.0,0.0413
630.0,OK,PNC,Ponca City,Ponca City Regional,GA,None,1499.0,1743.0,-0.14
762.0,OK,END,Enid,Vance AFB,GA,None,470.0,219.0,1.1461
789.0,OK,SWO,Stillwater,Stillwater Regional,GA,None,341.0,636.0,-0.4638
1128.0,OK,GUY,Guymon,Guymon Municipal,GA,None,33.0,195.0,-0.8308
1160.0,OK,DUA,Durant,Eaker Field,GA,None,28.0,5.0,4.6
1164.0,OK,PWA,Oklahoma City,Wiley Post,GA,None,28.0,217.0,-0.871
1477.0,OK,MIO,Miami,Miami Municipal,GA,None,8.0,1.0,7.0
1498.0,OK,ADM,Ardmore,Ardmore Municipal,GA,None,7.0,0.0,0.0
1525.0,OK,RVS,Tulsa,Richard Lloyd Jones Jr,GA,None,7.0,9.0,-0.2222
1552.0,OK,FDR,Frederick,Frederick Municipal,GA,None,6.0,3.0,1.0
1721.0,OK,GCM,Claremore,Claremore Regional,GA,None,3.0,0.0,0.0
1790.0,OK,CSM,Burns Flat,Clinton-Sherman,GA,None,2.0,7.0,-0.7143
1797.0,OK,F29,Oklahoma City,Clarence E Page Municipal,GA,None,2.0,0.0,0.0
1824.0,OK,RKR,Poteau,Robert S Kerr,GA,None,2.0,1.0,1.0
1800.0,OK,H71,Pryor,Mid-America Industrial,GA,None,2.0,2.0,0.0
1871.0,OK,AXS,Altus,Altus/Quartz Mountain Regional,GA,None,1.0,2.0,-0.5
1887.0,OK,GMJ,Grove,Grove Municipal,GA,None,1.0,2.0,-0.5
33.0,OR,PDX,Portland,Portland International,P,M,6379884.0,6059860.0,0.0528
140.0,OR,EUG,Eugene,Mahlon Sweet Field,P,N,349161.0,300092.0,0.1635
159.0,OR,MFR,Medford,Rogue Valley International - Medford,P,N,256896.0,233806.0,0.0988
194.0,OR,RDM,Redmond,Roberts Field,P,N,149445.0,139410.0,0.072
303.0,OR,OTH,North Bend,North Bend Municipal,P,N,31198.0,30835.0,0.0118
311.0,OR,LMT,Klamath Falls,Klamath Falls,P,N,27527.0,28375.0,-0.0299
358.0,OR,UAO,Aurora,Aurora State,GA,None,14217.0,9667.0,0.4707
428.0,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,7454.0,8896.0,-0.1621
843.0,OR,SLE,Salem,McNary Field,GA,None,228.0,150.0,0.52
882.0,OR,HIO,Portland,Portland-Hillsboro,GA,None,167.0,30.0,4.5667
886.0,OR,48OR,Roseburg,Lookingglass,GA,None,163.0,86.0,0.8953
1070.0,OR,S33,Madras,City-County,GA,None,49.0,71.0,-0.3099
1108.0,OR,S07,Bend,Bend Municipal,GA,None,40.0,14.0,1.8571
1137.0,OR,BKE,Baker City,Baker City Municipal,GA,None,31.0,21.0,0.4762
1204.0,OR,S03,Ashland,Ashland Municipal-Sumner Parker Field,GA,None,24.0,0.0,0.0
1262.0,OR,RBG,Roseburg,Roseburg Regional,GA,None,18.0,18.0,0.0
1315.0,OR,HRI,Hermiston,Hermiston Municipal,GA,None,14.0,24.0,-0.4167
1363.0,OR,CVO,Corvallis,Corvallis Municipal,GA,None,12.0,25.0,-0.52
1353.0,OR,5J0,John Day,Grant County Regional/Ogilvie Field,GA,None,12.0,8.0,0.5
1368.0,OR,LGD,La Grande,La Grande/Union County,GA,None,12.0,10.0,0.2
1423.0,OR,ONP,Newport,Newport Municipal,GA,None,10.0,11.0,-0.0909
1411.0,OR,DLS,The Dalles,Columbia Gorge Regional/The Dalles Municipal,GA,None,10.0,10.0,0.0
1456.0,OR,9S9,Lexington,Lexington,GA,None,8.0,0.0,0.0
1520.0,OR,MMV,McMinnville,McMinnville Municipal,GA,None,7.0,25.0,-0.72
1544.0,OR,AST,Astoria,Astoria Regional,GA,None,6.0,436.0,-0.9862
1542.0,OR,77S,Creswell,Hobby Field,GA,None,6.0,0.0,0.0
1579.0,OR,S21,Sunriver,Sunriver,GA,None,6.0,25.0,-0.76
1827.0,OR,S39,Prineville,Prineville,GA,None,2.0,0.0,0.0
1925.0,OR,S05,Bandon,Bandon State,GA,None,1.0,6.0,-0.8333
1854.0,OR,3S8,Grants Pass,Grants Pass,GA,None,1.0,3.0,-0.6667
17.0,PA,PHL,Philadelphia,Philadelphia International,P,L,13824332.0,11870928.0,0.1646
32.0,PA,PIT,Pittsburgh,Pittsburgh International,P,M,6606117.0,7113460.0,-0.0713
99.0,PA,MDT,Harrisburg,Harrisburg International,P,S,688610.0,650340.0,0.0588
118.0,PA,ABE,Allentown,Lehigh Valley International,P,S,507203.0,494173.0,0.0264
174.0,PA,AVP,Wilkes-Barre/Scranton,Wilkes-Barre/Scranton International,P,N,203356.0,180418.0,0.1271
183.0,PA,ERI,Erie,Erie International/Tom Ridge Field,P,N,176112.0,138256.0,0.2738
198.0,PA,UNV,State College,University Park,P,N,137066.0,123871.0,0.1065
295.0,PA,IPT,Williamsport,Williamsport Regional,P,N,34499.0,27799.0,0.241
362.0,PA,LBE,Latrobe,Arnold Palmer Regional,P,N,13329.0,16965.0,-0.2143
381.0,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,P,N,11448.0,9387.0,0.2196
403.0,PA,DUJ,Brookville,Du Bois-Jefferson County,CS,None,9639.0,7883.0,0.2228
410.0,PA,RDG,Reading,Reading Regional/Carl A Spaatz Field,CS,None,9288.0,17670.0,-0.4744
421.0,PA,BFD,Bradford,Bradford Regional,CS,None,8101.0,3962.0,1.0447
441.0,PA,AOO,Altoona,Altoona-Blair County,CS,None,6494.0,5838.0,0.1124
520.0,PA,FKL,Franklin,Venango Regional,CS,None,3066.0,3085.0,-0.0062
556.0,PA,LNS,Lancaster,Lancaster,CS,None,2529.0,1287.0,0.965
699.0,PA,DYL,Doylestown,Doylestown,GA,None,897.0,17.0,51.7647
766.0,PA,PNE,Philadelphia,Northeast Philadelphia,GA,None,449.0,356.0,0.2612
817.0,PA,AGC,Pittsburgh,Allegheny County,GA,None,279.0,263.0,0.0608
840.0,PA,NXX,Willow Grove,Willow Grove NAS Jrb,GA,None,232.0,73.0,2.1781
870.0,PA,AFJ,Washington,Washington County,GA,None,183.0,208.0,-0.1202
974.0,PA,40N,Coatesville,Chester County G O Carlson,GA,None,82.0,12.0,5.8333
1030.0,PA,CXY,New Cumberland,Capital City,GA,None,60.0,14.0,3.2857
1041.0,PA,THV,York,York,GA,None,57.0,4.0,13.25
1106.0,PA,LOM,Ambler,Wings Field,GA,None,40.0,24.0,0.6667
1173.0,PA,MPO,Mount Pocono,Pocono Mountains Municipal,GA,None,27.0,26.0,0.0385
1289.0,PA,PTW,Pottstown,Pottstown Limerick,GA,None,16.0,8.0,1.0
1297.0,PA,IDI,Indiana,Indiana County/Jimmy Stewart Field/,GA,None,15.0,12.0,0.25
1328.0,PA,WBW,Wilkes-Barre,Wilkes-Barre Wyoming Valley,GA,None,14.0,0.0,0.0
1361.0,PA,BTP,Butler,Butler County/K W Scholter Field,GA,None,12.0,1.0,11.0
1481.0,PA,N79,Shamokin,Northumberland County,GA,None,8.0,0.0,0.0
1554.0,PA,GKJ,Meadville,Port Meadville,GA,None,6.0,8.0,-0.25
1582.0,PA,SEG,Selinsgrove,Penn Valley,GA,None,6.0,1.0,5.0
1627.0,PA,OYM,St. Marys,St Marys Municipal,GA,None,5.0,0.0,0.0
1623.0,PA,N99,West Chester,Brandywine,GA,None,5.0,1.0,4.0
1740.0,PA,N94,Carlisle,Carlisle,GA,None,3.0,1.0,2.0
1755.0,PA,VVS,Connellsville,Connellsville,GA,None,3.0,4.0,-0.25
1729.0,PA,LHV,Lock Haven,William T. Piper Memorial,GA,None,3.0,4.0,-0.25
1758.0,PA,ZER,Pottsville,Schuylkill County /Joe Zerbey/,GA,None,3.0,2.0,0.5
1739.0,PA,N57,Toughkenamon,New Garden,GA,None,3.0,2.0,0.5
1802.0,PA,HMZ,Bedford,Bedford County,GA,None,2.0,8.0,-0.75
1839.0,PA,W05,Gettysburg,Gettysburg Airport and Travel Center,GA,None,2.0,0.0,0.0
1835.0,PA,UCP,New Castle,New Castle Municipal,GA,None,2.0,138.0,-0.9855
1777.0,PA,6G1,Titusville,Titusville,GA,None,2.0,0.0,0.0
1843.0,PA,WAY,Waynesburg,Greene County,GA,None,2.0,0.0,0.0
1870.0,PA,AXQ,Clarion,Clarion County,GA,None,1.0,0.0,0.0
38.0,PR,SJU,San Juan,Luis Munoz Marin International,P,M,5222456.0,4706846.0,0.1095
209.0,PR,BQN,Aguadilla,Rafael Hernandez,P,N,110379.0,62585.0,0.7637
316.0,PR,X95,Fajardo,Diego Jimenez Torres,P,N,26678.0,54199.0,-0.5078
340.0,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,P,N,18578.0,20338.0,-0.0865
356.0,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,15014.0,5184.0,1.8962
377.0,PR,VQS,Isla De Vieques,Antonio Rivera Rodriguez,P,N,11884.0,46164.0,-0.7426
483.0,PR,CPX,Isla De Culebra,Benjamin Rivera Noriega,GA,None,4306.0,8536.0,-0.4955
512.0,PR,PSE,Ponce,Mercedita,CS,None,3384.0,3052.0,0.1088
716.0,PR,NRR,Roosevelt Roads,Roosevelt Roads NS (Ofstie Field),GA,None,775.0,12234.0,-0.9367
57.0,RI,PVD,Warwick,Theodore Francis Green State,P,M,2732524.0,2553584.0,0.0701
436.0,RI,WST,Westerly,Westerly State,CS,None,6907.0,7997.0,-0.1363
439.0,RI,BID,Block Island,Block Island State,CS,None,6760.0,7924.0,-0.1469
1167.0,RI,UUU,Newport,Newport State,GA,None,28.0,128.0,-0.7813
1237.0,RI,OQU,North Kingstown,Quonset State,GA,None,20.0,2.0,9.0
1374.0,RI,SFZ,Pawtucket,North Central State,GA,None,12.0,6.0,1.0
92.0,SC,CHS,Charleston,Charleston AFB/International,P,S,909084.0,809052.0,0.1236
95.0,SC,GSP,Greer,Greenville Spartanburg International,P,S,780842.0,675498.0,0.156
96.0,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,748608.0,650106.0,0.1515
107.0,SC,CAE,Columbia,Columbia Metropolitan,P,S,625825.0,510860.0,0.225
245.0,SC,HXD,Hilton Head Island,Hilton Head,P,N,63256.0,60954.0,0.0378
272.0,SC,FLO,Florence,Florence Regional,P,N,43376.0,40790.0,0.0634
678.0,SC,SSC,Sumter,Shaw AFB,GA,None,1022.0,1545.0,-0.3385
768.0,SC,73J,Beaufort,Beaufort County,GA,None,422.0,298.0,0.4161
891.0,SC,GYH,Greenville,Donaldson Center,GA,None,160.0,1.0,159.0
962.0,SC,AND,Anderson,Anderson Regional,GA,None,88.0,212.0,-0.5849
981.0,SC,AIK,Aiken,Aiken Municipal,GA,None,79.0,3.0,25.3333
983.0,SC,CKI,Kingstree,Williamsburg Regional,GA,None,79.0,1.0,78.0
1008.0,SC,CRE,North Myrtle Beach,Grand Strand,GA,None,67.0,393.0,-0.8295
1077.0,SC,JZI,Charleston,Charleston Executive,GA,None,47.0,1.0,46.0
1082.0,SC,GMU,Greenville,Greenville Downtown,GA,None,45.0,41.0,0.0976
1090.0,SC,OGB,Orangeburg,Orangeburg Municipal,GA,None,43.0,0.0,0.0
1110.0,SC,GGE,Georgetown,Georgetown County,GA,None,39.0,8.0,3.875
1165.0,SC,SPA,Spartanburg,Spartanburg Downtown Memorial,GA,None,28.0,3.0,8.3333
1229.0,SC,CUB,Columbia,Columbia Owens Downtown,GA,None,20.0,31.0,-0.3548
1277.0,SC,UDG,Darlington,Darlington County Jetport,GA,None,17.0,0.0,0.0
1325.0,SC,UZA,Rock Hill,Rock Hill/York County/Bryant Field,GA,None,14.0,15.0,-0.0667
1350.0,SC,3J1,Ridgeland,Ridgeland,GA,None,12.0,0.0,0.0
1448.0,SC,MMT,Eastover,Mc Entire ANGS,GA,None,9.0,0.0,0.0
1438.0,SC,DYB,Summerville,Summerville,GA,None,9.0,100.0,-0.91
1462.0,SC,CEU,Seneca,Oconee County Regional,GA,None,8.0,9.0,-0.1111
1496.0,SC,6J4,Saluda,Saluda County,GA,None,7.0,0.0,0.0
1547.0,SC,CDN,Camden,Woodward Field,GA,None,6.0,6.0,0.0
1541.0,SC,50J,Moncks Corner,Berkeley County,GA,None,6.0,1.0,5.0
1611.0,SC,GRD,Greenwood,Greenwood County,GA,None,5.0,4.0,0.25
1593.0,SC,27J,Newberry,Newberry County,GA,None,5.0,0.0,0.0
1661.0,SC,HYW,Conway,Conway-Horry County,GA,None,4.0,0.0,0.0
1671.0,SC,MAO,Marion,Marion County,GA,None,4.0,0.0,0.0
1798.0,SC,FDW,Winnsboro,Fairfield County,GA,None,2.0,0.0,0.0
1922.0,SC,RBW,Walterboro,Lowcountry Regional,GA,None,1.0,2.0,-0.5
141.0,SD,FSD,Sioux Falls,Joe Foss Field,P,N,333338.0,298448.0,0.1169
162.0,SD,RAP,Rapid City,Rapid City Regional,P,N,240703.0,217949.0,0.1044
310.0,SD,ABR,Aberdeen,Aberdeen Regional,P,N,27766.0,25980.0,0.0687
353.0,SD,PIR,Pierre,Pierre Regional,P,N,15514.0,15811.0,-0.0188
413.0,SD,ATY,Watertown,Watertown Municipal,CS,None,8742.0,7963.0,0.0978
600.0,SD,RCA,Rapid City,Ellsworth AFB,GA,None,1945.0,1451.0,0.3405
627.0,SD,HON,Huron,Huron Regional,GA,None,1552.0,1328.0,0.1687
715.0,SD,BKX,Brookings,Brookings Municipal,GA,None,775.0,634.0,0.2224
841.0,SD,SPF,Spearfish,Black Hills-Clyde Ice Field,GA,None,232.0,650.0,-0.6431
893.0,SD,0V6,Mission,Mission Sioux,GA,None,156.0,0.0,0.0
1046.0,SD,AGZ,Wagner,Wagner Municipal,GA,None,54.0,1.0,53.0
1072.0,SD,YKN,Yankton,Chan Gurney Municipal,GA,None,49.0,0.0,0.0
1096.0,SD,Y14,Tea,Marv Skie-Lincoln County,GA,None,42.0,29.0,0.4483
1113.0,SD,SFD,Winner,Bob Wiley Field,GA,None,38.0,0.0,0.0
1149.0,SD,MHE,Mitchell,Mitchell Municipal,GA,None,30.0,14.0,1.1429
1171.0,SD,9V9,Chamberlain,Chamberlain Municipal,GA,None,27.0,1.0,26.0
1228.0,SD,9D1,Gregory,"Gregory Municipal, Flynn Field",GA,None,20.0,3.0,5.6667
1253.0,SD,VMR,Vermillion,Harold Davidson Field,GA,None,19.0,0.0,0.0
1268.0,SD,7G9,Canton,Canton Municipal,GA,None,17.0,0.0,0.0
1292.0,SD,600000.0,De Smet,Wilder,GA,None,15.0,0.0,0.0
1334.0,SD,8D3,Sisseton,Sisseton Municipal,GA,None,13.0,0.0,0.0
1519.0,SD,MDS,Madison,Madison Municipal,GA,None,7.0,8.0,-0.125
1514.0,SD,IEN,Pine Ridge,Pine Ridge,GA,None,7.0,1.0,6.0
1492.0,SD,1D3,Platte,Platte Municipal,GA,None,7.0,0.0,0.0
1493.0,SD,1D8,Redfield,Redfield Municipal,GA,None,7.0,0.0,0.0
1595.0,SD,5H3,Clear Lake,Clear Lake Municipal,GA,None,5.0,0.0,0.0
1621.0,SD,MKA,Miller,Miller Municipal,GA,None,5.0,0.0,0.0
1596.0,SD,6V4,Wall,Wall Municipal,GA,None,5.0,5.0,0.0
36.0,TN,MEM,Memphis,Memphis International,P,M,5295062.0,5411496.0,-0.0215
44.0,TN,BNA,Nashville,Nashville International,P,M,4298703.0,3943236.0,0.0901
94.0,TN,TYS,Maryville,McGhee Tyson,P,S,782135.0,692271.0,0.1298
163.0,TN,CHA,Chattanooga,Lovell Field,P,N,235968.0,232198.0,0.0162
172.0,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities Regional TN/VA,P,N,213650.0,195749.0,0.0914
494.0,TN,MKL,Jackson,McKellar-Sipes Regional,CS,None,3787.0,5754.0,-0.3418
811.0,TN,MQY,Smyrna,Smyrna,GA,None,293.0,11.0,25.6364
831.0,TN,MOR,Morristown,Moore-Murrell,GA,None,255.0,60.0,3.25
852.0,TN,2M8,Millington,Charles W. Baker,GA,None,213.0,33.0,5.4545
871.0,TN,GCY,Greeneville,Greeneville-Greene County Municipal,GA,None,181.0,240.0,-0.2458
876.0,TN,NQA,Millington,Millington Regional Jetport,GA,None,175.0,52.0,2.3654
929.0,TN,BGF,Winchester,Winchester Municipal,GA,None,107.0,7.0,14.2857
1079.0,TN,CSV,Crossville,Crossville Memorial-Whitson Field,GA,None,46.0,0.0,0.0
1129.0,TN,THA,Tullahoma,Tullahoma Regional Airport/Wm Northern Field,GA,None,33.0,0.0,0.0
1198.0,TN,M33,Gallatin,Sumner County Regional,GA,None,24.0,0.0,0.0
1243.0,TN,3M3,Collegedale,Collegedale Municipal,GA,None,19.0,14.0,0.3571
1294.0,TN,DKX,Knoxville,Knoxville Downtown Island,GA,None,15.0,1.0,14.0
1394.0,TN,MBT,Murfreesboro,Murfreesboro Municipal,GA,None,11.0,2.0,4.5
1479.0,TN,MMI,Athens,McMinn County,GA,None,8.0,2.0,3.0
1485.0,TN,PHT,Paris,Henry County,GA,None,8.0,0.0,0.0
